Amount,Hour,AccountAgeDays,CountriesUsed,PriorChargebacks,Fraud
80.29,4,1123.0,1,1,0
242.16,9,1146.0,1,0,0
24.17,9,367.0,1,0,0
17.5,10,418.0,1,0,0
5.31,8,807.0,1,0,0
11.3,7,814.0,1,0,0
23.97,21,223.0,1,0,0
34.45,5,375.0,1,0,0
15.27,1,867.0,1,0,0
17.19,3,682.0,1,0,0
32.43,2,119.0,1,0,0
3.51,9,523.0,1,0,0
133.67,4,203.0,1,0,0
5.69,5,247.0,1,0,0
118.47,6,388.0,1,0,0
12.95,15,576.0,1,0,0
14.86,16,337.0,1,0,0
65.4,7,1098.0,1,0,0
38.04,23,109.0,1,0,0
7.41,2,469.0,1,0,0
5.04,9,940.0,1,0,0
59.49,18,110.0,1,0,0
124.79,12,671.0,1,0,0
26.32,10,238.0,1,0,0
69.59,5,252.0,1,0,0
64.38,15,154.0,1,0,0
64.09,20,532.0,1,1,0
44.03,7,819.0,1,0,0
33.29,17,508.0,1,1,0
104.35,18,556.0,1,0,0
19.91,7,103.0,2,0,0
34.79,11,117.0,1,0,0
89.06,17,278.0,1,1,0
132.68,19,647.0,1,0,0
38.4,14,199.0,1,0,0
106.32,10,631.0,1,0,0
117.58,9,1066.0,1,0,0
98.52,22,640.0,1,1,0
11.12,11,130.0,1,0,0
26.55,8,855.0,1,0,0
40.7,16,58.0,1,0,0
186.03,14,683.0,1,0,0
18.08,4,1114.0,1,0,0
15.51,19,244.0,1,0,0
8.63,5,197.0,2,0,0
14.13,7,178.0,1,0,0
21.06,9,444.0,1,0,0
171.74,12,240.0,2,0,0
22.96,1,302.0,1,0,0
1.19,22,855.0,1,0,0
100.62,18,329.0,1,1,0
11.27,22,203.0,1,0,0
21.7,21,1228.0,1,0,0
42.97,5,581.0,1,0,0
48.18,7,1287.0,2,0,0
198.76,10,284.0,1,0,0
4.81,13,462.0,2,0,0
230.53,23,258.0,1,0,0
74.08,18,514.0,1,0,0
23.31,19,195.0,1,0,0
79.35,9,312.0,1,0,0
166.5,23,183.0,1,0,0
23.67,9,281.0,1,0,0
2.5,18,385.0,1,1,0
157.62,5,196.0,1,0,0
92.26,16,1332.0,1,0,0
34.81,8,363.0,1,0,0
53.18,19,1293.0,1,0,0
5.16,7,245.0,1,0,0
39.65,14,236.0,1,0,0
2.64,0,216.0,1,0,0
31.17,8,1026.0,1,0,0
14.58,16,1170.0,1,0,0
41.79,13,375.0,1,0,0
2.77,13,489.0,1,0,0
67.91,20,201.0,1,0,0
8.12,0,276.0,1,0,0
10.92,7,205.0,3,0,0
15.74,4,327.0,1,0,0
21.35,8,238.0,2,0,0
8.08,5,90.0,1,0,0
8.02,3,240.0,1,0,0
128.83,10,803.0,1,0,0
21.17,21,749.0,1,0,0
12.73,8,156.0,1,0,0
69.14,1,311.0,3,1,0
2.47,14,500.0,1,0,0
56.19,23,582.0,2,0,0
19.33,4,443.0,2,0,0
37.57,6,547.0,1,0,0
91.38,22,774.0,1,0,0
84.1,13,30.0,1,0,0
28.69,1,279.0,1,2,0
191.36,5,756.0,1,0,0
5.19,21,293.0,1,0,0
24.79,11,539.0,1,0,0
26.21,23,514.0,1,0,0
76.65,22,371.0,1,0,0
56.97,7,161.0,2,0,0
38.76,18,36.0,1,0,0
35.07,8,160.0,1,0,0
15.56,5,188.0,2,0,0
25.24,5,414.0,1,1,0
26.37,14,429.0,1,0,0
40.29,12,201.0,1,0,0
155.91,23,888.0,2,0,0
77.07,1,273.0,1,0,0
3.59,10,97.0,1,0,0
10.84,2,339.0,2,0,0
23.44,21,845.0,1,0,0
6.36,4,129.0,1,0,0
13.83,22,574.0,2,0,0
10.14,18,991.0,1,0,0
24.77,1,85.0,3,1,0
32.49,22,39.0,2,0,0
1331.59,0,184.0,1,0,0
7.59,6,476.0,1,0,0
51.78,11,461.0,1,0,0
4.94,20,317.0,1,1,0
6.04,3,554.0,1,0,0
88.14,15,679.0,1,0,0
4.54,19,293.0,1,0,0
110.73,3,771.0,1,0,0
26.06,12,199.0,1,0,0
2.33,2,595.0,1,0,0
8.65,5,849.0,3,0,0
4.37,2,588.0,1,0,0
54.26,7,176.0,1,0,0
43.41,9,328.0,1,0,0
32.59,4,518.0,1,0,0
6.94,18,240.0,1,0,0
71.6,0,94.0,1,0,0
846.62,20,684.0,1,0,0
88.67,18,1332.0,1,0,0
21.68,22,381.0,3,0,0
34.05,5,248.0,1,0,0
25.17,22,273.0,1,0,0
156.02,0,1110.0,1,0,0
44.27,22,287.0,1,0,0
13.47,9,562.0,2,0,0
41.35,7,512.0,1,0,0
13.32,3,1258.0,1,0,0
131.27,17,1090.0,1,0,0
80.62,8,251.0,1,0,0
19.89,15,341.0,1,0,0
68.15,11,1048.0,1,0,0
21.06,13,1231.0,1,0,0
155.66,8,756.0,1,0,0
73.41,1,19.0,1,0,0
15.18,11,357.0,1,0,0
26.13,16,231.0,1,0,0
41.14,6,377.0,1,0,0
23.25,8,1227.0,1,0,0
28.82,9,518.0,1,0,0
101.43,9,337.0,1,0,0
51.02,5,1800.0,1,0,0
440.24,17,80.0,1,0,0
3.73,17,823.0,1,0,0
56.99,17,416.0,1,0,0
13.86,23,192.0,1,0,0
26.38,16,542.0,1,0,0
68.73,1,361.0,2,0,0
33.8,3,432.0,1,0,0
14.89,2,279.0,1,0,0
24.37,7,960.0,1,0,0
17.41,19,172.0,1,0,0
3.3,15,301.0,1,0,0
27.54,13,435.0,1,0,0
139.89,21,581.0,1,0,0
57.44,14,418.0,1,0,0
16.03,14,874.0,1,0,0
0.25,22,457.0,1,0,0
1.14,23,543.0,1,0,0
140.34,13,339.0,1,0,0
26.12,6,137.0,1,1,0
50.83,23,684.0,2,0,0
77.55,5,38.0,1,0,0
6.18,17,575.0,1,0,0
75.71,21,1009.0,1,0,0
6.02,12,208.0,1,0,0
24.64,2,1285.0,3,0,0
16.15,23,403.0,1,0,0
83.14,11,294.0,1,0,0
422.09,18,158.0,1,0,0
12.77,20,770.0,1,0,0
63.69,17,290.0,1,0,0
32.14,20,72.0,1,0,0
15.72,0,198.0,1,0,0
26.83,20,764.0,1,0,0
20.28,10,817.0,1,0,0
15.25,6,590.0,1,0,0
131.06,21,307.0,1,0,0
45.62,11,312.0,1,0,0
117.27,23,230.0,1,0,0
8.86,8,354.0,1,0,0
29.86,5,474.0,1,0,0
41.65,14,643.0,1,0,0
2.79,21,715.0,1,0,0
30.6,20,83.0,2,0,0
48.93,21,258.0,2,0,0
24.18,23,84.0,1,1,0
40.35,12,614.0,1,0,0
35.54,2,141.0,1,0,0
139.96,14,1593.0,1,0,0
62.56,12,693.0,1,0,0
21.71,16,103.0,1,0,0
21.9,13,174.0,1,0,0
52.31,9,1597.0,1,0,0
12.2,14,228.0,2,0,0
23.04,20,361.0,1,0,0
20.42,3,761.0,1,0,0
147.53,2,767.0,1,0,0
217.71,1,899.0,2,1,1
30.92,7,124.0,1,0,0
80.04,22,121.0,1,0,0
32.41,12,575.0,1,0,0
89.73,18,268.0,1,0,0
8.41,1,429.0,1,0,0
23.95,3,1215.0,1,0,0
213.83,13,218.0,1,0,0
203.84,7,1906.0,1,0,0
52.53,1,295.0,1,0,0
44.9,7,602.0,1,0,0
9.73,23,944.0,1,0,0
38.62,13,333.0,1,0,0
35.79,2,472.0,2,0,0
38.68,22,893.0,1,0,0
22.0,8,123.0,1,0,0
10.84,6,915.0,1,0,0
19.16,17,1370.0,1,0,0
35.71,9,1119.0,1,0,0
70.79,10,933.0,1,0,0
9.66,10,39.0,1,0,0
26.24,6,132.0,1,0,0
10.11,13,612.0,1,0,0
28.55,21,270.0,1,0,0
47.69,15,914.0,1,1,0
5.57,23,940.0,1,0,0
27.9,1,345.0,1,0,0
8.94,22,239.0,1,1,0
8.03,6,104.0,1,0,0
67.47,9,887.0,1,0,0
14.07,19,580.0,1,0,0
48.43,16,291.0,1,0,0
2.22,15,249.0,1,0,0
49.94,2,690.0,1,0,0
62.02,1,286.0,1,0,0
7.66,1,1482.0,1,0,0
74.12,11,638.0,1,0,0
23.26,10,812.0,1,0,0
105.15,22,244.0,2,0,0
39.26,7,127.0,1,0,0
18.26,4,16.0,1,0,0
28.21,12,326.0,1,0,0
3.02,12,378.0,1,0,0
3.1,21,535.0,1,0,0
60.97,4,544.0,1,1,0
18.96,11,477.0,1,0,0
61.32,18,525.0,1,0,0
34.97,2,2138.0,1,0,0
5.63,17,124.0,1,0,0
12.71,5,330.0,1,0,0
25.26,14,586.0,1,0,0
8.88,8,308.0,2,0,0
12.99,5,183.0,2,0,0
162.42,15,394.0,1,0,0
38.31,6,245.0,3,0,0
46.19,0,966.0,1,0,0
61.42,14,406.0,1,0,0
173.37,16,18.0,2,0,0
69.72,23,258.0,2,0,0
22.48,23,1267.0,1,0,0
3.33,14,933.0,1,0,0
152.63,11,309.0,1,0,0
28.37,14,678.0,1,0,0
57.01,18,215.0,1,0,0
4.85,14,249.0,1,0,0
60.42,11,1019.0,1,0,0
107.75,18,482.0,1,0,0
35.67,16,143.0,2,0,0
26.64,19,375.0,1,0,0
71.96,7,834.0,1,0,0
66.28,1,204.0,1,0,0
202.63,10,457.0,1,0,0
26.62,6,599.0,1,0,0
14.76,2,75.0,1,0,0
4.89,21,95.0,1,0,0
59.77,18,491.0,1,0,0
7.48,22,871.0,1,1,0
2.06,21,1134.0,1,0,0
181.59,23,357.0,1,0,0
7.03,6,328.0,1,0,0
24.49,14,659.0,1,0,0
33.48,4,499.0,1,0,0
13.28,20,492.0,1,0,0
33.3,12,372.0,1,0,0
6.22,21,686.0,1,0,0
38.11,21,1002.0,1,0,0
16.12,3,481.0,1,0,0
196.53,20,495.0,1,0,0
18.55,21,283.0,1,0,0
284.84,15,85.0,1,0,0
148.07,21,295.0,1,0,0
12.6,0,492.0,1,0,0
42.77,7,607.0,1,1,0
16.88,11,509.0,1,0,0
13.07,8,906.0,1,0,0
18.44,17,1447.0,1,0,0
8.26,8,780.0,1,0,0
5.48,13,485.0,1,0,0
22.56,0,111.0,1,0,0
110.35,16,463.0,1,0,0
3.06,1,138.0,1,0,0
7.07,5,689.0,1,0,0
15.68,14,230.0,1,0,0
27.16,21,249.0,2,0,0
74.66,9,858.0,1,0,0
1.75,3,687.0,1,0,0
57.32,7,456.0,1,0,0
265.24,23,397.0,1,0,0
10.14,0,653.0,1,0,0
69.06,12,272.0,3,0,0
6.26,14,66.0,1,0,0
23.76,4,303.0,1,0,0
37.1,22,471.0,1,0,0
19.69,19,641.0,1,0,0
17.9,6,268.0,1,0,0
9.02,6,212.0,2,0,0
2.24,3,213.0,1,0,0
19.64,16,377.0,1,0,0
33.14,19,473.0,2,0,0
33.96,11,304.0,2,0,0
16.94,21,101.0,1,0,0
36.83,4,260.0,1,1,0
23.9,22,156.0,1,0,0
8.03,7,292.0,1,0,0
21.21,15,355.0,1,0,0
17.97,9,257.0,1,0,0
16.93,18,227.0,1,0,0
91.18,11,274.0,1,0,0
62.85,16,642.0,1,0,0
5.54,5,1055.0,1,0,0
16.28,13,201.0,2,0,0
84.86,2,599.0,1,0,0
8.48,3,796.0,1,0,0
79.43,20,532.0,1,0,0
22.69,6,897.0,1,1,0
9.86,22,246.0,1,0,0
9.06,12,149.0,1,0,0
12.07,8,1082.0,1,0,0
74.1,17,158.0,1,0,0
40.12,22,491.0,1,0,0
18.21,15,489.0,1,0,0
37.97,6,976.0,1,0,0
28.38,19,249.0,1,0,0
644.71,10,213.0,2,0,0
14.37,2,72.0,1,0,0
10.58,4,448.0,2,0,0
15.63,17,326.0,1,0,0
61.84,13,361.0,1,0,0
47.91,0,337.0,1,0,0
40.71,22,697.0,1,1,0
14.78,17,245.0,1,0,0
15.24,0,22.0,1,0,0
80.5,19,105.0,1,0,0
30.37,14,560.0,1,0,0
101.86,7,126.0,3,0,0
1.6,1,222.0,1,0,0
50.75,20,1266.0,1,0,0
10.47,6,1029.0,1,0,0
13.16,1,176.0,1,0,0
48.2,19,313.0,1,0,0
0.71,10,139.0,1,0,0
14.62,17,737.0,1,0,0
62.33,8,43.0,1,0,0
16.52,12,555.0,1,1,0
176.59,8,368.0,1,0,0
24.63,8,1551.0,1,0,0
16.67,6,157.0,1,1,0
152.14,15,1014.0,1,0,0
61.42,10,52.0,1,0,0
36.5,11,301.0,1,0,0
30.86,9,133.0,1,0,0
23.44,3,924.0,1,0,0
25.71,21,142.0,1,0,0
32.87,7,528.0,2,0,0
55.84,4,688.0,1,0,0
104.18,23,148.0,1,0,0
66.35,12,536.0,1,0,0
13.93,7,800.0,1,0,0
17.51,14,104.0,1,0,0
71.72,22,365.0,1,0,0
18.43,16,597.0,1,0,0
93.15,18,463.0,1,0,0
57.03,18,692.0,1,0,0
18.55,10,676.0,1,0,0
1.71,1,556.0,1,0,0
46.81,19,110.0,2,0,0
9.62,13,587.0,1,0,0
20.75,21,319.0,1,0,0
2.35,20,288.0,1,0,0
11.9,14,127.0,1,0,0
18.69,17,849.0,1,0,0
33.92,18,894.0,1,0,0
16.63,18,464.0,1,0,0
61.52,10,662.0,1,0,0
19.98,22,275.0,2,0,0
14.17,17,632.0,1,0,0
21.83,6,330.0,1,0,0
57.24,22,302.0,1,0,0
21.88,8,569.0,2,0,0
8.28,19,1137.0,1,0,0
20.5,17,213.0,1,0,0
50.39,10,770.0,1,1,0
3.82,20,1290.0,1,0,0
5.02,15,854.0,1,0,0
48.84,11,500.0,1,0,0
129.24,12,407.0,1,0,0
6.16,22,1299.0,1,0,0
30.8,14,236.0,1,0,0
33.96,12,496.0,3,0,0
22.09,18,1410.0,1,0,0
8.39,19,1050.0,1,0,0
117.33,11,251.0,1,0,0
24.03,2,1342.0,1,0,0
105.44,7,501.0,1,0,0
4.54,18,548.0,2,0,0
23.05,3,213.0,1,0,0
8.18,8,23.0,1,0,0
13.72,17,288.0,1,0,0
5.63,15,942.0,1,0,0
37.72,8,923.0,1,0,0
148.27,9,461.0,2,0,0
278.37,5,512.0,2,0,0
8.55,20,791.0,1,0,0
14.02,0,498.0,1,0,0
39.63,16,142.0,1,1,0
46.39,16,657.0,1,0,0
15.05,17,373.0,1,0,0
27.5,20,778.0,1,0,0
4.32,2,111.0,1,0,0
4.35,15,492.0,1,0,0
19.63,13,687.0,1,0,0
49.66,15,278.0,1,0,0
22.74,12,490.0,1,0,0
94.93,21,560.0,1,0,0
47.01,14,32.0,1,1,0
83.88,12,1198.0,1,0,0
26.25,0,339.0,1,0,0
8.33,11,369.0,1,0,0
33.12,8,455.0,1,0,0
13.68,21,406.0,3,0,0
39.09,22,567.0,1,0,0
7.75,20,65.0,1,0,0
79.08,20,622.0,1,0,0
106.5,16,589.0,1,0,0
62.32,7,320.0,1,0,0
136.76,22,664.0,1,1,0
274.46,7,149.0,1,0,0
113.97,5,307.0,1,1,0
15.29,6,389.0,2,1,0
7.44,18,562.0,1,0,0
45.86,8,544.0,2,0,0
86.44,22,211.0,1,0,0
62.39,16,1277.0,1,0,0
28.48,21,1366.0,1,0,0
19.47,22,232.0,1,0,0
58.85,13,1762.0,1,0,0
45.95,15,866.0,1,0,0
7.79,6,549.0,1,0,0
27.62,16,101.0,1,0,0
16.2,18,490.0,1,0,0
70.31,15,749.0,1,1,0
17.78,19,607.0,1,0,0
13.14,0,500.0,1,0,0
15.87,15,940.0,1,0,0
39.88,23,325.0,1,0,0
337.51,18,888.0,1,0,0
138.89,17,503.0,1,1,0
13.64,12,733.0,1,0,0
19.0,23,559.0,2,0,0
4.74,8,1309.0,1,0,0
82.26,7,715.0,1,0,0
228.46,5,215.0,1,0,0
26.19,7,273.0,1,0,0
3.67,14,968.0,1,0,0
348.45,6,189.0,1,0,0
85.8,9,1259.0,1,0,0
3.18,15,422.0,1,0,0
2.96,3,630.0,1,1,0
80.29,2,1517.0,1,0,0
14.08,16,375.0,1,0,0
12.97,11,461.0,1,0,0
7.75,9,139.0,1,0,0
13.3,5,822.0,1,0,0
37.71,1,981.0,1,0,0
75.69,8,452.0,1,0,0
17.93,11,404.0,1,0,0
14.02,18,1319.0,1,0,0
43.15,19,1117.0,1,0,0
51.34,14,269.0,1,0,0
18.52,19,339.0,1,0,0
21.62,11,1048.0,1,0,0
10.22,12,360.0,1,0,0
256.44,16,1145.0,1,0,0
7.46,9,1065.0,1,0,0
17.49,20,445.0,1,0,0
3.33,9,385.0,1,0,0
15.77,20,514.0,1,0,0
9.0,20,507.0,1,0,0
32.35,11,829.0,1,0,0
87.15,21,316.0,1,0,0
11.72,15,389.0,1,0,0
102.48,22,817.0,1,1,0
21.73,19,284.0,1,0,0
6.12,10,822.0,1,0,0
32.67,23,664.0,1,0,0
89.85,15,201.0,1,0,0
24.47,18,231.0,1,0,0
12.6,21,412.0,1,0,0
161.67,19,417.0,1,0,0
96.41,13,193.0,1,0,0
6.59,11,174.0,1,0,0
122.88,20,252.0,1,0,0
62.54,2,1098.0,1,0,0
39.32,22,1056.0,1,0,0
25.42,4,813.0,1,0,0
22.32,11,171.0,1,0,0
13.0,12,613.0,1,0,0
34.14,2,357.0,1,0,0
59.3,5,284.0,1,0,0
6.42,6,545.0,1,0,0
9.32,12,175.0,1,1,0
116.7,17,436.0,1,0,0
10.12,21,753.0,1,0,0
9.91,15,632.0,1,0,0
12.43,16,763.0,1,0,0
34.56,13,713.0,2,0,0
39.2,8,253.0,2,0,0
24.41,20,1053.0,1,0,0
133.48,7,891.0,1,0,0
171.13,0,86.0,1,0,0
81.75,1,338.0,1,0,0
78.56,15,661.0,1,0,0
63.23,19,810.0,1,0,0
6.6,20,1097.0,2,0,0
40.13,0,1572.0,1,0,0
8.71,0,442.0,1,0,0
4.32,10,635.0,2,0,0
5.27,12,651.0,2,0,0
7.9,19,304.0,1,0,0
51.53,14,848.0,1,0,0
21.04,6,284.0,2,0,0
18.73,8,363.0,1,0,0
37.38,13,702.0,3,0,0
116.34,4,404.0,1,0,0
98.52,11,134.0,1,0,0
48.04,1,531.0,3,0,0
22.29,10,410.0,2,0,0
63.46,9,435.0,1,1,0
14.57,8,265.0,1,0,0
7.88,21,500.0,1,0,0
6.28,19,1420.0,2,0,0
35.05,19,492.0,2,0,0
15.66,14,1080.0,2,1,0
49.63,0,415.0,1,0,0
51.28,1,381.0,1,0,0
15.02,3,1762.0,1,0,0
20.71,15,366.0,1,0,0
76.09,8,613.0,1,0,0
173.46,17,552.0,1,0,0
17.59,21,307.0,1,0,0
67.09,12,407.0,1,0,0
18.65,6,535.0,1,1,0
10.38,21,311.0,2,0,0
12.08,10,381.0,1,0,0
169.98,22,2576.0,1,0,0
11.6,9,248.0,1,0,0
6.94,15,1050.0,1,0,0
369.71,4,1530.0,1,0,0
78.86,23,621.0,1,0,0
58.95,19,296.0,1,0,0
132.34,8,400.0,1,0,0
136.15,7,855.0,1,1,0
139.61,11,137.0,1,0,0
76.93,11,2993.0,1,0,0
28.12,11,253.0,1,0,0
6.17,20,336.0,1,0,0
190.73,12,413.0,1,0,0
9.02,2,65.0,1,0,0
52.22,9,776.0,2,0,0
95.24,10,1234.0,1,0,0
3.09,1,259.0,1,0,0
44.92,14,479.0,1,0,0
177.71,19,1243.0,1,0,0
12.94,2,403.0,1,0,0
67.24,17,494.0,1,0,0
74.44,16,238.0,1,0,0
7.91,22,1390.0,1,0,0
95.83,7,137.0,3,0,0
20.91,0,364.0,3,0,0
7.3,9,1117.0,1,0,0
271.6,7,385.0,1,0,0
31.09,16,606.0,1,0,0
14.36,7,419.0,1,0,0
25.21,16,1857.0,1,0,0
27.29,7,108.0,1,1,0
90.74,0,151.0,1,0,0
59.69,18,225.0,1,1,0
66.15,13,230.0,1,0,0
7.4,2,273.0,1,1,0
38.58,15,1005.0,1,0,0
10.84,16,305.0,1,0,0
296.55,9,69.0,1,0,0
46.92,6,1130.0,1,0,0
8.81,11,920.0,1,0,0
17.1,6,1203.0,1,0,0
17.37,2,548.0,1,0,0
6.71,9,54.0,1,0,0
6.82,7,178.0,1,0,0
11.08,20,620.0,1,0,0
48.69,3,295.0,1,1,0
3.13,13,533.0,1,0,0
32.16,22,304.0,1,0,0
135.42,7,673.0,1,0,0
112.31,17,1407.0,1,0,0
40.29,7,302.0,1,1,0
114.09,15,919.0,1,0,0
94.83,4,338.0,1,0,0
32.3,5,241.0,1,0,0
134.12,6,116.0,1,0,0
101.38,13,176.0,1,0,0
19.83,3,267.0,1,0,0
196.99,12,405.0,2,0,0
28.41,8,164.0,1,0,0
33.45,3,225.0,1,0,0
35.92,19,294.0,2,0,0
6.24,11,744.0,1,0,0
26.28,22,791.0,1,0,0
54.35,17,599.0,1,0,0
266.76,1,738.0,1,0,0
11.58,7,1153.0,1,0,0
25.54,11,489.0,1,0,0
27.83,19,465.0,1,1,0
345.11,6,816.0,1,0,0
9.82,23,122.0,1,0,0
24.75,20,794.0,1,0,0
17.65,0,451.0,1,0,0
20.01,23,588.0,1,0,0
9.97,7,541.0,2,0,0
23.36,9,201.0,1,0,0
108.2,16,822.0,1,0,0
14.19,23,110.0,1,0,0
12.97,10,1334.0,1,0,0
20.13,11,449.0,1,0,0
220.67,1,217.0,1,0,0
47.92,3,331.0,1,0,0
41.54,17,204.0,1,0,0
56.62,14,179.0,1,1,0
12.45,12,171.0,1,0,0
594.16,5,118.0,1,0,0
55.23,7,331.0,1,0,0
18.88,20,1388.0,1,0,0
7.12,5,165.0,1,0,0
99.22,19,913.0,1,0,0
109.62,14,1046.0,1,0,0
12.87,9,960.0,1,0,0
8.25,1,175.0,1,0,0
36.26,9,89.0,1,0,0
60.07,6,558.0,1,0,0
6.64,14,536.0,1,0,0
14.3,17,621.0,1,0,0
82.83,5,182.0,1,0,0
63.85,7,108.0,1,0,0
31.66,3,682.0,1,0,0
48.78,23,636.0,1,0,0
12.52,16,331.0,1,1,0
7.95,3,1445.0,2,0,0
53.54,23,68.0,1,0,0
88.72,17,294.0,1,0,0
6.26,1,884.0,1,0,0
22.46,10,93.0,1,0,0
33.07,17,249.0,1,0,0
43.02,4,171.0,1,0,0
25.36,3,177.0,1,0,0
46.53,11,417.0,1,0,0
29.71,12,175.0,1,0,0
116.79,20,125.0,1,0,0
64.46,9,632.0,1,0,0
4.87,7,471.0,1,0,0
42.61,0,860.0,1,0,0
85.36,3,487.0,1,0,0
339.32,21,303.0,1,0,0
26.56,17,238.0,1,0,0
19.95,18,102.0,1,0,0
169.8,17,371.0,1,0,0
1.91,12,2107.0,1,0,0
6.43,13,455.0,1,0,0
11.64,17,161.0,1,0,0
33.17,0,154.0,1,0,0
17.82,2,833.0,1,0,0
23.17,2,355.0,1,0,0
26.72,0,412.0,2,0,0
18.59,4,211.0,1,0,0
9.19,9,129.0,1,0,0
18.21,21,715.0,1,0,0
10.38,11,996.0,1,0,0
5.03,11,782.0,1,0,0
18.07,21,349.0,1,0,0
111.18,10,786.0,1,0,0
41.34,20,665.0,1,0,0
155.21,14,100.0,2,0,0
27.84,14,268.0,1,0,0
19.15,8,255.0,1,0,0
21.78,0,452.0,1,0,0
31.56,4,206.0,1,0,0
163.0,18,709.0,1,0,0
62.53,8,764.0,1,0,0
66.79,20,1282.0,3,0,0
8.22,11,312.0,1,0,0
27.89,4,597.0,3,0,0
51.33,20,198.0,1,0,0
54.91,19,304.0,1,0,0
11.87,13,561.0,1,0,0
15.09,1,227.0,1,0,0
29.83,12,227.0,1,0,0
245.84,17,279.0,1,0,0
7.9,15,340.0,1,1,0
28.75,19,1361.0,1,0,0
13.66,4,200.0,1,0,0
103.75,11,263.0,1,0,0
10.89,18,1356.0,2,0,0
6.49,23,794.0,1,0,0
210.49,9,359.0,2,0,0
36.14,10,49.0,1,0,0
32.55,8,1168.0,1,0,0
74.0,17,650.0,1,0,0
36.76,8,1265.0,1,0,0
16.89,20,1025.0,1,1,0
35.3,19,294.0,1,0,0
6.29,14,355.0,1,0,0
28.76,10,565.0,1,0,0
19.61,20,696.0,1,0,0
42.39,19,156.0,1,0,0
31.75,14,512.0,1,0,0
20.45,0,330.0,1,0,0
123.76,4,281.0,1,0,0
10.3,1,355.0,1,0,0
127.18,23,1310.0,1,0,0
98.18,18,442.0,2,0,0
319.42,2,411.0,1,0,0
64.79,15,894.0,1,0,0
35.81,1,835.0,1,0,0
7.55,14,634.0,1,0,0
15.08,12,168.0,1,0,0
114.38,13,125.0,1,0,0
15.27,16,1188.0,1,0,0
4.15,23,555.0,1,0,0
61.85,14,529.0,1,0,0
57.97,2,549.0,1,0,0
65.41,0,728.0,1,0,0
6.61,2,267.0,1,1,0
54.5,6,705.0,1,0,0
4.83,7,302.0,1,0,0
115.26,18,1738.0,1,0,0
83.58,7,563.0,1,0,0
8.33,11,456.0,1,0,0
7.71,10,789.0,3,0,0
34.78,21,869.0,1,0,0
67.36,12,571.0,2,0,0
95.51,16,921.0,1,0,0
8.04,13,562.0,1,0,0
130.54,10,590.0,1,0,0
11.18,17,259.0,1,0,0
16.25,2,265.0,1,0,0
10.25,13,274.0,1,0,0
88.17,9,548.0,1,0,0
27.69,18,210.0,1,0,0
33.96,19,914.0,1,0,0
34.25,20,166.0,1,0,0
57.88,21,239.0,1,0,0
10.23,23,414.0,1,0,0
5.57,8,275.0,1,0,0
9.02,4,227.0,3,0,0
16.54,0,995.0,1,0,0
149.51,17,600.0,1,0,0
26.03,7,515.0,1,0,0
29.36,8,1271.0,1,0,0
216.96,17,1937.0,1,0,0
23.61,15,589.0,1,0,0
8.11,11,1156.0,1,0,0
18.4,22,1483.0,1,0,0
66.95,9,146.0,1,0,0
9.84,16,309.0,1,0,0
13.57,6,390.0,1,0,0
69.61,8,1313.0,1,0,0
18.27,1,733.0,1,0,0
162.24,21,209.0,1,0,0
83.98,7,395.0,1,0,0
25.44,9,152.0,1,0,0
9.38,21,1598.0,1,0,0
50.84,20,213.0,2,0,0
30.64,3,1131.0,1,0,0
70.61,8,506.0,1,0,0
36.18,19,245.0,1,0,0
35.34,20,433.0,1,0,0
12.71,15,365.0,1,1,0
96.98,6,24.0,1,0,0
14.4,21,990.0,1,0,0
103.49,19,944.0,1,0,0
58.48,9,119.0,1,0,0
54.21,7,540.0,1,0,0
24.6,12,424.0,1,0,0
74.02,23,407.0,1,0,0
6.65,20,209.0,1,0,0
5.4,15,816.0,1,0,0
63.62,16,356.0,3,0,0
8.83,0,36.0,1,0,0
61.17,13,73.0,1,0,0
10.81,22,101.0,1,0,0
32.24,4,1597.0,3,0,0
15.94,20,353.0,1,0,0
38.0,16,949.0,1,0,0
161.38,14,1001.0,1,0,0
12.08,16,810.0,1,0,0
451.58,14,713.0,3,1,0
12.21,6,199.0,1,0,0
53.12,3,467.0,1,0,0
7.25,12,220.0,1,0,0
13.06,3,563.0,1,0,0
17.39,1,357.0,1,1,0
35.61,7,502.0,1,0,0
80.12,13,554.0,1,0,0
41.57,13,384.0,1,0,0
65.67,18,534.0,1,0,0
17.74,6,554.0,1,0,0
28.66,1,964.0,1,0,0
43.77,3,686.0,2,0,0
12.59,10,1409.0,1,0,0
7.76,10,206.0,1,0,0
12.28,0,552.0,1,0,0
13.79,7,459.0,1,0,0
12.29,1,957.0,1,0,0
24.27,22,326.0,1,0,0
22.15,12,296.0,1,0,0
23.79,19,395.0,1,0,0
17.0,10,679.0,1,1,0
19.65,23,433.0,1,0,0
11.11,15,405.0,3,0,0
31.96,21,612.0,3,0,0
83.28,23,488.0,1,0,0
10.68,14,929.0,1,0,0
9.3,21,213.0,1,2,0
35.29,6,512.0,1,0,0
123.39,4,165.0,1,0,0
0.95,18,352.0,1,0,0
2.94,6,1797.0,3,0,0
41.57,0,281.0,1,0,0
53.08,16,510.0,1,0,0
30.64,11,1017.0,1,0,0
103.41,5,143.0,1,0,0
194.33,11,1005.0,1,1,0
46.29,6,217.0,1,0,0
22.62,8,141.0,1,0,0
9.63,11,511.0,1,0,0
