City,Plan,Channel,SignupDate,AnnualIncome,Sessions,AvgBasket,Churn
CITY_162,basic,app,2023-08-30,21482.0,8,17.03,0
CITY_083,plus,app,2023-04-18,11838.0,11,12.95,0
CITY_167,basic,web,2024-04-02,22965.0,2,18.01,0
CITY_120,basic,phone,2024-06-09,35368.0,4,13.75,0
CITY_102,basic,phone,2024-08-31,63409.0,4,13.11,0
CITY_041,pro,web,2023-04-07,,3,15.32,0
CITY_027,plus,app,2024-09-17,33210.0,11,24.05,0
CITY_138,plus,web,2023-01-08,18189.0,8,37.8,0
CITY_120,plus,app,2023-08-12,18835.0,4,11.18,1
CITY_163,basic,app,2024-02-05,39697.0,8,17.57,0
CITY_100,basic,web,2024-03-04,59224.0,7,8.72,1
CITY_050,basic,web,2023-09-09,29983.0,5,41.67,1
CITY_079,plus,app,2024-08-08,119320.0,11,16.0,1
CITY_060,plus,web,2023-01-30,36193.0,5,30.1,0
CITY_023,plus,web,2024-10-21,26269.0,8,15.84,0
CITY_116,basic,web,2023-08-20,53926.0,5,34.42,0
CITY_039,basic,phone,2024-07-29,79460.0,6,11.47,1
CITY_094,basic,web,2023-07-02,86339.0,9,13.33,0
CITY_091,basic,app,2023-06-12,29292.0,5,5.57,0
CITY_156,basic,web,2023-12-02,30046.0,5,18.84,0
CITY_124,basic,app,2023-10-28,16068.0,6,24.53,1
CITY_129,basic,web,2023-01-13,31648.0,6,33.99,0
CITY_168,pro,web,2023-05-08,68341.0,7,43.95,0
CITY_171,plus,app,2023-01-15,,3,18.88,0
CITY_023,basic,web,2024-04-05,102646.0,5,9.38,1
CITY_093,basic,web,2024-09-21,51783.0,5,9.13,0
CITY_044,basic,phone,2024-08-11,39260.0,4,53.74,0
CITY_131,basic,app,2024-03-15,10041.0,9,33.27,1
CITY_025,plus,web,2024-03-07,24810.0,5,40.4,1
CITY_099,plus,web,2024-09-10,50681.0,5,97.09,0
CITY_107,basic,app,2023-05-24,43100.0,8,15.47,0
CITY_094,basic,app,2023-10-23,17828.0,7,14.75,1
CITY_004,basic,web,2023-08-02,8719.0,4,11.14,0
CITY_064,pro,phone,2024-08-27,15142.0,5,12.38,1
CITY_154,plus,web,2023-12-18,41833.0,5,75.06,1
CITY_097,basic,app,2024-08-15,69723.0,5,18.94,0
CITY_172,basic,app,2023-06-15,23195.0,10,36.99,1
CITY_029,plus,web,2024-02-18,8443.0,6,25.17,1
CITY_066,basic,app,2024-12-16,36946.0,9,41.93,1
CITY_054,basic,web,2024-08-03,27779.0,6,16.77,1
CITY_082,basic,app,2023-04-18,31023.0,3,62.2,1
CITY_061,basic,app,2024-06-04,15254.0,7,16.74,0
CITY_155,pro,web,2024-08-30,16658.0,5,17.74,0
CITY_138,basic,app,2023-01-04,24275.0,10,19.13,0
CITY_071,plus,app,2023-06-18,27407.0,5,31.72,0
CITY_107,pro,web,2023-12-29,32132.0,7,39.39,0
CITY_177,pro,app,2024-03-18,46302.0,5,22.71,0
CITY_154,plus,app,2024-01-27,9943.0,5,12.82,1
CITY_157,basic,web,2023-06-11,15359.0,1,27.62,1
CITY_138,basic,app,2024-03-01,14922.0,8,18.94,0
CITY_018,basic,app,2023-02-26,34664.0,11,79.61,0
CITY_169,basic,app,2023-01-25,18682.0,7,13.06,0
CITY_025,plus,app,2023-11-08,80157.0,6,11.09,1
CITY_135,pro,app,2024-02-28,23837.0,6,38.91,0
CITY_126,basic,web,2023-06-03,37113.0,8,34.46,1
CITY_047,plus,web,2023-03-04,20779.0,15,26.84,0
CITY_079,plus,web,2023-01-07,29718.0,4,41.3,0
CITY_088,basic,web,2023-05-18,31159.0,11,36.89,1
CITY_140,plus,app,2024-07-11,72657.0,10,9.49,0
CITY_150,plus,web,2024-07-29,,3,54.34,0
CITY_110,plus,phone,2023-03-26,19113.0,4,19.99,1
CITY_080,basic,app,2023-12-26,16265.0,7,58.79,1
CITY_054,plus,web,2024-08-05,26605.0,5,20.52,0
CITY_162,basic,app,2024-02-11,35610.0,11,33.21,1
CITY_028,pro,web,2024-01-01,19635.0,4,60.66,0
CITY_094,plus,app,2023-01-26,12584.0,7,24.67,1
CITY_169,basic,web,2024-01-28,39937.0,7,28.81,0
CITY_036,basic,app,2023-02-20,11194.0,11,12.46,0
CITY_179,plus,web,2023-05-20,19521.0,4,92.65,1
CITY_140,basic,app,2024-06-21,21511.0,5,47.82,1
CITY_174,plus,web,2024-05-19,18894.0,7,60.29,0
CITY_075,basic,phone,2023-08-06,47139.0,5,3.1,1
CITY_030,basic,phone,2023-08-19,17168.0,0,32.36,1
CITY_138,basic,web,2024-02-26,21165.0,6,7.64,0
CITY_079,basic,web,2024-06-24,69020.0,6,13.52,0
CITY_120,plus,phone,2024-05-19,60877.0,5,28.78,0
CITY_170,plus,app,2023-12-19,,7,24.87,0
CITY_158,basic,app,2023-12-10,51797.0,5,58.01,0
CITY_080,basic,app,2023-08-08,50578.0,5,29.15,0
CITY_114,plus,app,2023-06-28,,5,7.9,0
CITY_041,basic,web,2024-09-06,32729.0,9,25.29,1
CITY_021,basic,app,2023-04-15,15502.0,8,4.14,0
CITY_063,basic,web,2023-04-26,31741.0,2,8.57,1
CITY_136,plus,app,2024-06-24,18689.0,5,36.61,1
CITY_041,basic,web,2024-10-23,54350.0,8,9.28,1
CITY_027,plus,app,2024-10-08,29148.0,4,20.36,0
CITY_004,plus,app,2023-07-19,,7,19.04,0
CITY_099,pro,web,2023-09-01,21176.0,8,235.7,0
CITY_076,basic,app,2024-06-13,65474.0,9,17.31,1
CITY_134,basic,phone,2024-08-16,27981.0,4,82.92,1
CITY_028,plus,web,2024-12-25,18744.0,12,24.92,0
CITY_159,pro,app,2024-02-01,65513.0,7,13.1,0
CITY_024,pro,phone,2024-06-26,20125.0,8,36.45,1
CITY_176,basic,web,2024-07-09,21399.0,5,136.33,1
CITY_124,basic,phone,2023-05-31,,2,8.6,1
CITY_115,basic,web,2023-10-06,35322.0,3,9.69,1
CITY_129,plus,app,2023-09-01,37236.0,8,22.58,0
CITY_005,plus,app,2023-03-10,35208.0,8,11.84,0
CITY_025,plus,web,2023-02-09,,3,21.27,0
CITY_095,plus,web,2023-03-10,27026.0,5,7.29,1
CITY_087,basic,app,2024-12-05,30033.0,3,2.71,0
CITY_021,basic,app,2024-10-27,16916.0,5,13.43,0
CITY_003,basic,web,2023-04-06,15099.0,8,21.13,0
CITY_103,basic,app,2023-08-19,,3,13.42,1
CITY_168,plus,web,2023-09-09,,5,52.19,1
CITY_096,plus,web,2024-06-15,13120.0,6,10.21,1
CITY_048,plus,app,2024-02-29,16166.0,2,16.58,0
CITY_062,basic,web,2023-07-08,21367.0,5,12.86,1
CITY_153,pro,web,2023-05-24,45788.0,5,11.06,0
CITY_034,basic,web,2023-01-05,34578.0,11,23.47,0
CITY_156,basic,web,2023-03-31,31210.0,7,21.21,0
CITY_080,basic,phone,2024-08-21,36401.0,5,18.41,1
CITY_023,plus,web,2023-11-29,35061.0,7,22.84,0
CITY_137,basic,app,2023-10-21,20454.0,5,14.98,0
CITY_126,pro,app,2023-05-12,33325.0,8,10.45,0
CITY_051,plus,phone,2023-04-05,32859.0,4,6.7,1
CITY_118,basic,web,2023-05-04,50993.0,7,20.48,0
CITY_047,basic,web,2024-06-23,39655.0,6,6.45,0
CITY_026,plus,web,2023-08-24,53408.0,9,23.1,0
CITY_105,plus,web,2024-11-03,31535.0,7,26.29,1
CITY_092,basic,web,2023-11-26,13909.0,7,19.76,1
CITY_163,plus,phone,2024-10-27,24874.0,10,8.05,1
CITY_003,basic,web,2024-12-06,10329.0,2,26.0,1
CITY_009,basic,app,2024-12-16,54084.0,5,30.9,1
CITY_078,pro,app,2024-05-03,31358.0,10,127.18,1
CITY_146,basic,app,2023-09-06,,3,23.5,1
CITY_040,plus,web,2023-01-10,24241.0,7,13.54,0
CITY_132,pro,app,2024-04-14,68639.0,9,19.89,0
CITY_153,pro,web,2024-11-28,32607.0,11,16.75,0
CITY_005,basic,web,2023-11-04,16000.0,7,8.68,0
CITY_057,plus,web,2023-08-11,35303.0,7,45.36,0
CITY_140,basic,web,2023-12-17,,6,22.95,0
CITY_104,basic,web,2023-10-28,,7,37.8,1
CITY_167,plus,web,2023-05-23,19760.0,6,33.01,1
CITY_070,basic,app,2024-02-19,30786.0,4,29.55,1
CITY_052,plus,app,2023-04-20,15892.0,6,28.74,1
CITY_081,plus,web,2023-01-04,19342.0,5,20.0,0
CITY_090,pro,app,2023-06-22,59453.0,5,12.06,0
CITY_165,pro,web,2024-09-17,,3,9.21,1
CITY_086,plus,web,2024-02-15,19076.0,8,19.34,0
CITY_100,basic,web,2023-02-16,51198.0,9,22.62,0
CITY_090,basic,app,2024-12-24,15216.0,5,18.28,1
CITY_141,basic,web,2023-03-17,19706.0,3,30.68,1
CITY_110,pro,web,2023-04-30,,4,23.16,1
CITY_072,basic,web,2024-04-15,31461.0,3,20.33,0
CITY_072,plus,web,2023-11-10,39794.0,4,16.4,0
CITY_143,plus,app,2024-02-22,110793.0,7,12.04,0
CITY_125,basic,web,2023-03-19,54534.0,7,33.34,0
CITY_126,plus,web,2024-05-23,17091.0,5,22.74,1
CITY_156,basic,app,2024-01-24,12872.0,3,66.41,1
CITY_070,basic,app,2023-08-07,26705.0,9,7.26,0
CITY_101,plus,web,2024-02-02,37705.0,6,35.6,1
CITY_128,basic,web,2024-05-27,19526.0,6,105.59,0
CITY_136,plus,web,2024-01-22,33286.0,7,25.89,0
CITY_088,pro,web,2024-12-16,32109.0,11,16.72,0
CITY_036,basic,phone,2023-05-02,63504.0,8,11.82,0
CITY_093,plus,app,2023-07-27,62682.0,9,3.35,0
CITY_136,plus,app,2024-04-03,24841.0,8,9.87,0
CITY_101,basic,web,2024-04-27,21891.0,4,9.82,1
CITY_178,basic,web,2024-01-16,14000.0,9,32.59,1
CITY_164,plus,web,2024-09-02,,6,16.04,1
CITY_176,pro,web,2024-11-23,20240.0,10,6.4,0
CITY_128,basic,web,2023-07-02,37998.0,7,6.98,0
CITY_016,plus,app,2024-06-25,36114.0,8,31.03,0
CITY_143,basic,web,2023-12-13,18507.0,2,45.25,1
CITY_075,basic,app,2024-09-04,17280.0,6,29.86,1
CITY_040,basic,app,2024-06-19,27093.0,6,24.86,1
CITY_171,basic,web,2024-12-08,36309.0,9,26.17,1
CITY_032,basic,web,2024-06-08,47166.0,2,34.27,0
CITY_005,basic,web,2023-11-27,19001.0,7,35.02,1
CITY_002,plus,web,2024-10-12,34521.0,6,22.68,0
CITY_019,pro,web,2024-11-18,21964.0,7,40.61,0
CITY_143,basic,web,2023-01-29,36710.0,2,17.06,1
CITY_175,basic,web,2024-03-22,53080.0,6,48.48,1
CITY_013,basic,web,2023-05-07,52047.0,4,9.6,1
CITY_084,plus,phone,2023-07-18,8563.0,4,30.41,1
CITY_128,basic,phone,2023-10-02,,2,6.24,0
CITY_131,basic,web,2023-04-01,58269.0,6,19.22,0
CITY_170,basic,phone,2024-08-26,40124.0,5,43.07,1
CITY_137,plus,web,2024-11-05,5504.0,10,36.45,1
CITY_123,plus,web,2023-11-22,49380.0,5,33.54,1
CITY_091,plus,phone,2023-03-07,79177.0,10,38.46,0
CITY_077,plus,app,2023-01-18,21328.0,7,17.76,1
CITY_054,plus,app,2023-01-22,66234.0,3,46.27,0
CITY_040,basic,web,2024-02-28,18971.0,4,31.92,1
CITY_132,basic,app,2024-04-20,34771.0,7,14.42,1
CITY_128,basic,web,2024-02-18,,4,41.6,1
CITY_143,plus,web,2023-05-27,50978.0,8,18.87,1
CITY_122,pro,app,2023-01-25,18399.0,7,13.05,0
CITY_079,basic,web,2024-05-01,33214.0,10,31.42,0
CITY_080,basic,web,2024-12-05,28528.0,5,27.07,0
CITY_096,pro,web,2023-02-24,32052.0,3,15.75,0
CITY_176,basic,app,2024-08-30,31265.0,5,76.87,1
CITY_022,plus,web,2023-10-14,34086.0,4,17.13,1
CITY_067,pro,app,2023-03-16,10109.0,8,35.79,1
CITY_151,basic,app,2024-03-23,,8,16.42,1
CITY_060,basic,app,2024-08-27,42363.0,5,24.62,0
CITY_111,basic,phone,2024-11-16,18318.0,5,7.0,1
CITY_158,plus,phone,2023-10-21,11567.0,5,10.47,1
CITY_084,basic,app,2024-06-01,33283.0,5,26.66,1
CITY_028,plus,app,2023-12-15,33840.0,3,10.46,0
CITY_125,plus,app,2024-06-09,29568.0,4,10.1,0
CITY_128,plus,app,2023-12-03,75660.0,8,39.43,1
CITY_119,basic,phone,2024-06-23,66489.0,8,25.39,1
CITY_014,basic,web,2024-05-24,,10,19.66,0
CITY_136,plus,web,2023-09-19,34470.0,5,9.08,0
CITY_063,pro,web,2024-02-22,16430.0,6,43.96,1
CITY_003,plus,web,2023-05-09,31167.0,8,16.05,0
CITY_003,basic,app,2024-03-29,36263.0,6,14.4,0
CITY_072,plus,web,2024-02-23,11258.0,10,15.18,0
CITY_106,basic,app,2023-11-24,44897.0,5,16.27,0
CITY_134,pro,app,2023-12-17,40434.0,7,21.06,0
CITY_025,basic,web,2024-02-04,28480.0,7,19.45,0
CITY_098,basic,web,2023-03-02,17508.0,9,8.69,0
CITY_110,pro,web,2023-03-29,46510.0,3,21.15,0
CITY_022,pro,app,2024-03-19,21693.0,7,18.96,0
CITY_013,basic,web,2024-03-13,12389.0,7,22.36,1
CITY_124,plus,web,2023-05-28,14874.0,5,15.26,1
CITY_020,pro,app,2024-08-05,18434.0,8,18.92,0
CITY_158,basic,web,2024-02-18,9398.0,5,14.16,1
CITY_155,basic,app,2023-08-12,82986.0,5,18.76,0
CITY_059,basic,app,2023-09-30,20363.0,3,10.67,0
CITY_137,basic,web,2023-12-25,,4,42.16,0
CITY_028,basic,web,2024-01-02,39250.0,3,19.49,0
CITY_045,basic,web,2024-10-11,9150.0,6,53.26,1
CITY_006,pro,web,2024-09-30,47207.0,5,9.44,0
CITY_001,plus,app,2023-09-17,29551.0,2,15.1,0
CITY_049,pro,web,2023-09-02,31251.0,4,13.79,0
CITY_117,basic,web,2023-11-19,66767.0,6,23.77,0
CITY_017,basic,web,2023-08-22,28517.0,9,17.89,0
CITY_164,plus,web,2024-04-01,39018.0,6,11.27,0
CITY_125,plus,web,2023-11-10,101371.0,7,14.76,0
CITY_168,basic,web,2024-04-01,56804.0,4,23.08,1
CITY_017,plus,app,2024-11-23,,5,54.61,0
CITY_101,pro,app,2023-10-28,19551.0,5,8.37,1
CITY_043,pro,app,2024-05-03,26468.0,8,43.02,0
CITY_010,basic,app,2023-07-13,16490.0,6,14.43,1
CITY_028,plus,phone,2024-02-13,33933.0,8,17.76,1
CITY_043,pro,app,2024-06-30,11109.0,6,48.87,1
CITY_160,basic,web,2023-05-03,81375.0,12,47.35,0
CITY_049,basic,app,2023-03-09,38526.0,8,34.82,1
CITY_071,plus,web,2023-08-17,17073.0,8,20.37,0
CITY_113,pro,app,2023-07-02,35702.0,4,35.94,0
CITY_136,pro,app,2024-02-04,64295.0,9,25.52,0
CITY_101,plus,web,2024-04-09,23713.0,7,28.86,0
CITY_037,plus,web,2024-08-01,33468.0,1,57.31,1
CITY_051,plus,app,2023-01-05,,6,23.84,0
CITY_054,plus,web,2024-06-25,39551.0,4,33.01,0
CITY_090,basic,web,2023-09-30,9733.0,8,14.45,1
CITY_174,plus,app,2023-06-25,15316.0,9,22.93,0
CITY_093,plus,app,2023-11-11,24353.0,7,42.79,1
CITY_043,plus,web,2024-01-29,32369.0,3,4.59,1
CITY_021,pro,web,2023-08-02,18125.0,8,13.55,0
CITY_168,plus,web,2024-02-11,50379.0,6,19.08,0
CITY_070,pro,phone,2023-05-13,16088.0,8,52.18,0
CITY_082,pro,app,2023-07-29,18407.0,13,34.62,1
CITY_040,pro,app,2024-03-02,12892.0,5,52.01,1
CITY_039,basic,app,2023-05-10,28169.0,4,18.42,1
CITY_136,basic,app,2024-12-05,10487.0,4,9.25,0
CITY_120,basic,web,2023-03-30,28660.0,11,24.61,0
CITY_173,basic,web,2024-08-28,35615.0,5,15.64,0
CITY_131,basic,app,2024-12-27,39648.0,2,24.97,0
CITY_176,basic,phone,2023-07-24,,3,15.55,1
CITY_089,basic,app,2024-08-24,,6,30.88,1
CITY_145,basic,app,2023-03-10,,3,68.51,1
CITY_052,plus,web,2024-01-05,8908.0,11,32.02,0
CITY_063,basic,app,2024-07-20,55935.0,2,16.95,1
CITY_060,basic,app,2024-05-19,20795.0,4,63.61,1
CITY_109,basic,phone,2023-10-11,41509.0,6,13.75,0
CITY_166,basic,web,2023-07-25,15426.0,1,17.75,0
CITY_176,basic,app,2024-12-17,68023.0,6,19.54,1
CITY_014,plus,web,2023-10-31,24954.0,4,18.46,0
CITY_178,pro,phone,2024-01-17,12064.0,5,29.74,0
CITY_043,pro,web,2024-02-14,19604.0,9,12.53,0
CITY_045,basic,phone,2024-01-06,39154.0,6,20.36,0
CITY_067,basic,web,2024-04-24,55334.0,9,26.17,1
CITY_088,plus,web,2023-06-21,40549.0,6,29.18,1
CITY_042,plus,app,2024-11-27,59380.0,8,57.77,0
CITY_109,basic,app,2024-12-28,13060.0,6,6.71,1
CITY_131,pro,app,2023-03-03,24027.0,7,19.58,1
CITY_114,plus,app,2023-06-20,27904.0,8,6.26,1
CITY_137,basic,web,2024-01-08,74523.0,5,20.38,1
CITY_021,basic,web,2024-01-04,49235.0,3,21.73,0
CITY_103,plus,web,2023-05-10,7684.0,5,39.03,1
CITY_038,basic,app,2023-06-30,7083.0,6,18.66,0
CITY_130,pro,app,2023-01-02,56095.0,6,8.89,0
CITY_107,basic,app,2024-10-01,33498.0,4,25.63,1
CITY_125,basic,app,2023-10-16,22523.0,6,13.23,0
CITY_160,plus,app,2024-08-08,24496.0,2,68.29,1
CITY_064,basic,web,2023-03-26,,5,101.91,1
CITY_098,pro,web,2023-03-17,15806.0,7,13.35,1
CITY_042,basic,web,2024-08-08,25436.0,8,71.89,1
CITY_178,plus,app,2023-12-11,27683.0,6,25.24,0
CITY_053,basic,web,2024-12-05,34892.0,3,63.19,1
CITY_029,basic,app,2023-04-29,,6,25.22,1
CITY_066,pro,web,2023-08-23,20517.0,6,24.01,0
CITY_019,plus,web,2023-04-19,40303.0,3,16.98,0
CITY_074,pro,web,2024-05-13,15498.0,3,13.32,0
CITY_157,basic,web,2024-09-02,,4,13.39,0
CITY_056,basic,app,2024-10-04,23011.0,5,27.42,0
CITY_033,plus,phone,2024-09-08,13638.0,9,11.63,1
CITY_156,pro,app,2024-10-08,26975.0,14,15.21,0
CITY_088,basic,web,2024-09-10,29603.0,5,21.81,1
CITY_093,basic,web,2024-03-02,,5,29.52,0
CITY_146,pro,web,2023-11-22,9463.0,1,19.67,0
CITY_154,basic,app,2024-07-24,13980.0,7,16.65,1
CITY_008,basic,app,2023-04-08,7634.0,3,17.56,1
CITY_037,basic,web,2024-10-23,25089.0,7,87.18,1
CITY_090,basic,app,2023-12-19,40024.0,2,8.33,0
CITY_093,basic,app,2024-11-17,,8,11.94,1
CITY_121,basic,app,2024-11-29,57780.0,3,89.14,1
CITY_160,basic,app,2023-03-21,,5,48.89,1
CITY_064,basic,web,2023-12-13,,9,14.11,0
CITY_154,plus,app,2024-12-16,106576.0,2,9.12,0
CITY_085,basic,app,2023-11-17,,3,31.22,1
CITY_165,plus,app,2023-03-05,24557.0,6,13.27,1
CITY_167,plus,web,2023-06-29,20860.0,8,6.07,0
CITY_028,plus,app,2023-03-26,10085.0,4,35.99,1
CITY_164,basic,app,2023-05-07,16403.0,11,38.78,1
CITY_127,basic,web,2024-11-21,13752.0,8,55.85,1
CITY_097,plus,app,2024-01-05,10059.0,6,15.52,1
CITY_054,basic,web,2024-04-04,48572.0,8,24.81,0
CITY_164,basic,app,2023-04-14,10681.0,9,13.92,0
CITY_097,basic,phone,2024-11-17,39814.0,5,11.97,0
CITY_149,plus,web,2024-08-03,37339.0,4,24.54,1
CITY_062,basic,web,2024-01-20,16457.0,12,11.18,1
CITY_153,plus,web,2024-02-23,39573.0,4,29.87,0
CITY_173,basic,web,2023-06-03,27381.0,13,47.47,1
CITY_061,plus,app,2023-08-22,68120.0,11,37.58,0
CITY_127,plus,web,2023-07-17,15050.0,4,10.77,0
CITY_046,plus,web,2024-02-05,,6,16.16,0
CITY_149,basic,web,2023-04-14,40008.0,8,24.36,1
CITY_088,plus,app,2023-12-31,53308.0,6,18.71,1
CITY_074,basic,app,2024-02-18,18663.0,6,14.28,0
CITY_105,basic,app,2024-06-10,10816.0,4,54.29,0
CITY_164,plus,app,2023-07-25,46509.0,9,36.95,0
CITY_118,basic,app,2023-05-27,14340.0,8,16.91,0
CITY_034,pro,web,2023-01-13,50161.0,4,24.38,0
CITY_084,pro,web,2023-01-26,,6,13.89,0
CITY_158,basic,web,2024-09-19,34870.0,9,31.73,0
CITY_016,plus,app,2024-10-04,36001.0,9,55.12,0
CITY_156,pro,web,2024-05-13,36112.0,10,30.87,0
CITY_070,basic,web,2024-02-03,,5,22.84,1
CITY_138,pro,web,2023-09-26,25119.0,4,26.1,0
CITY_055,basic,web,2023-12-25,23261.0,5,36.73,1
CITY_143,plus,web,2024-11-01,31736.0,9,15.37,1
CITY_113,plus,app,2023-01-07,58217.0,6,28.86,0
CITY_098,plus,web,2024-10-15,16196.0,8,13.01,0
CITY_120,basic,app,2024-02-06,29622.0,3,36.02,0
CITY_144,basic,web,2023-01-05,17029.0,9,93.93,1
CITY_008,pro,phone,2023-05-15,20964.0,5,20.09,0
CITY_025,basic,app,2023-01-02,16609.0,5,12.09,1
CITY_027,basic,phone,2023-01-25,34075.0,1,16.53,1
CITY_066,basic,phone,2024-06-21,28499.0,7,8.57,0
CITY_058,basic,web,2023-05-12,36097.0,6,13.57,1
CITY_145,plus,web,2023-11-09,,7,15.56,0
CITY_044,pro,web,2023-11-30,52711.0,4,79.42,0
CITY_018,basic,web,2024-11-23,20117.0,7,14.56,1
CITY_051,plus,web,2024-04-29,8972.0,5,10.86,0
CITY_082,basic,app,2024-10-19,15073.0,6,10.44,0
CITY_109,basic,app,2024-05-17,13010.0,12,31.37,1
CITY_171,basic,web,2023-09-05,52947.0,8,11.16,0
CITY_158,basic,app,2024-12-28,,5,12.17,1
CITY_165,plus,web,2024-05-10,40278.0,6,83.38,1
CITY_063,plus,web,2024-11-01,23623.0,4,32.43,1
CITY_146,plus,app,2024-03-10,40219.0,2,9.94,0
CITY_101,plus,phone,2023-10-20,,4,20.16,1
CITY_002,basic,web,2023-12-22,8424.0,9,25.83,1
CITY_052,plus,web,2023-11-24,22577.0,4,28.66,1
CITY_104,basic,web,2024-05-11,32551.0,5,13.6,1
CITY_151,plus,app,2024-05-29,23935.0,7,41.58,1
CITY_066,basic,web,2023-10-17,31393.0,4,22.19,0
CITY_084,basic,web,2024-08-26,28058.0,3,38.73,1
CITY_006,plus,app,2024-07-03,27228.0,8,34.03,0
CITY_037,basic,web,2024-07-22,28033.0,4,61.63,0
CITY_172,basic,app,2024-09-11,22567.0,6,33.68,1
CITY_057,plus,web,2023-05-08,56636.0,5,13.13,0
CITY_144,basic,web,2024-11-12,46351.0,5,18.47,1
CITY_098,basic,web,2023-09-11,15103.0,4,13.81,1
CITY_059,basic,web,2023-09-24,,4,16.69,0
CITY_100,plus,web,2023-01-20,46985.0,3,31.8,0
CITY_131,plus,app,2023-04-30,38099.0,5,39.61,1
CITY_033,basic,phone,2023-08-27,22185.0,4,56.94,1
CITY_145,basic,phone,2024-11-12,24267.0,3,26.77,1
CITY_080,plus,web,2024-08-17,40968.0,7,25.07,0
CITY_061,basic,app,2024-04-23,10298.0,11,8.87,0
CITY_057,basic,web,2023-08-24,,5,19.98,0
CITY_126,plus,app,2024-12-26,7224.0,2,29.26,1
CITY_073,pro,app,2024-06-15,32817.0,6,9.1,0
CITY_113,basic,app,2023-09-04,11880.0,6,53.34,0
CITY_171,plus,app,2024-06-16,14433.0,8,113.11,1
CITY_148,basic,app,2023-10-25,23053.0,9,16.81,1
CITY_067,plus,phone,2023-12-12,18986.0,6,16.82,0
CITY_156,basic,app,2023-10-13,30683.0,4,62.47,1
CITY_093,plus,web,2023-06-24,10744.0,5,11.72,0
CITY_055,plus,web,2023-09-18,20619.0,8,38.07,1
CITY_156,pro,web,2024-02-13,,5,66.15,1
CITY_144,pro,web,2023-08-18,35326.0,3,21.15,0
CITY_015,basic,app,2023-05-31,61972.0,2,76.57,1
CITY_050,basic,app,2024-08-06,20208.0,3,11.29,0
CITY_128,basic,app,2023-03-26,16575.0,12,8.15,1
CITY_014,basic,web,2023-04-02,47725.0,10,27.39,0
CITY_078,pro,app,2024-06-07,20303.0,7,27.96,0
CITY_143,basic,app,2024-11-25,43396.0,4,35.44,1
CITY_044,basic,app,2024-05-15,16915.0,2,5.61,1
CITY_010,basic,web,2024-06-21,,6,25.54,1
CITY_056,basic,app,2024-04-30,,9,16.47,0
CITY_134,basic,web,2023-03-19,19790.0,6,43.43,0
CITY_035,basic,app,2024-05-05,11454.0,8,16.92,1
CITY_148,basic,app,2023-01-07,50953.0,3,13.49,0
CITY_066,plus,web,2024-04-12,30134.0,7,13.13,1
CITY_030,pro,app,2023-06-05,15894.0,7,11.69,1
CITY_076,plus,app,2024-04-19,22228.0,5,28.75,0
CITY_012,basic,web,2024-03-05,68405.0,7,30.43,0
CITY_066,basic,web,2024-04-29,22167.0,6,50.94,1
CITY_130,plus,app,2023-07-05,13253.0,3,18.21,0
CITY_093,basic,web,2023-12-12,30176.0,3,8.09,0
CITY_041,basic,app,2023-12-24,8573.0,10,21.28,1
CITY_058,plus,app,2023-09-23,28257.0,8,59.97,0
CITY_178,basic,web,2023-06-09,37505.0,7,45.59,0
CITY_083,basic,web,2024-04-14,,10,11.94,0
CITY_083,plus,web,2023-11-25,10992.0,7,47.72,0
CITY_026,basic,app,2024-04-06,14462.0,4,19.92,1
CITY_018,basic,web,2024-12-06,50840.0,5,35.34,1
CITY_034,pro,phone,2024-11-17,12227.0,7,60.23,1
CITY_174,plus,app,2023-08-22,13741.0,9,24.32,1
CITY_020,basic,web,2024-11-01,67221.0,9,24.1,1
CITY_140,plus,app,2023-06-26,,7,8.11,0
CITY_043,pro,app,2023-01-13,18126.0,2,12.58,1
CITY_110,basic,web,2023-02-21,20863.0,5,13.79,1
CITY_043,plus,web,2023-10-31,37538.0,6,22.48,1
CITY_046,basic,app,2024-08-24,35536.0,6,41.76,0
CITY_144,basic,app,2023-04-19,49506.0,4,54.71,1
CITY_167,basic,web,2023-05-17,89455.0,5,10.64,1
CITY_171,plus,app,2024-08-07,19133.0,2,36.38,1
CITY_110,plus,web,2024-06-11,55697.0,6,51.84,1
CITY_148,basic,web,2023-11-09,32744.0,10,16.68,1
CITY_064,basic,web,2023-06-10,21663.0,6,5.21,0
CITY_105,plus,app,2023-02-17,27422.0,5,65.0,1
CITY_024,basic,app,2024-03-28,18593.0,6,22.35,0
CITY_151,basic,phone,2024-07-17,35851.0,8,21.54,0
CITY_010,plus,app,2024-11-01,91179.0,4,9.83,1
CITY_028,plus,app,2024-02-19,29032.0,7,12.41,1
CITY_145,basic,phone,2023-07-13,15302.0,8,25.81,0
CITY_049,basic,app,2024-08-10,,5,30.73,1
CITY_040,basic,app,2024-12-12,28233.0,5,28.27,0
CITY_133,basic,web,2023-08-01,17086.0,3,21.63,0
CITY_080,basic,app,2023-01-28,40678.0,4,15.93,1
CITY_106,basic,app,2023-02-08,35162.0,5,35.32,1
CITY_016,basic,app,2024-01-30,34834.0,3,50.44,0
CITY_159,pro,app,2024-01-20,32760.0,5,37.18,0
CITY_040,basic,app,2024-09-27,65552.0,5,37.87,0
CITY_031,basic,app,2023-12-07,15547.0,7,4.13,0
CITY_028,pro,app,2023-04-09,29736.0,4,27.28,0
CITY_109,basic,web,2024-02-12,40001.0,7,6.32,0
